yinu	iʲ ɪ n̪ ʊ
kvajonės	k ʋ ɐ j oː nʲ eː s
įukeliaujančiojo	i ʊ kʲ ɛ lʲ æ ʊ j ɛ nʲ tʲ ʃʲ o j o
tedžiojančius	tʲ ɛ dʲ ʒʲ oː j ɛ nʲ tʲ ʃʲ ʊ s
žemaičiai	ʒʲ ɛ m ɐ j tʲ ʃʲ ɛ j
bilesnę	bʲ ɪ lʲ ɛ sʲ nʲ æː
lurėsiančius	l ʊ rʲ eː sʲ ɛ nʲ tʲ ʃʲ ʊ s
luodamas	l u ɔ d ɐ m ɐ s
hėgančių	hʲ eː ɡ ɐ nʲ tʲ ʃʲ uː
furinčiuosius	f ʊ rʲ ɪ nʲ tʲ ʃʲ ʊ o sʲ ʊ s
cš	t ʃ
tyvūnus	tʲ iː ʋ uː n ʊ s
sarkotikus	s ɐ ɾ k o tʲ ɪ k ʊ s
hspūdingumus	hː s p uː dʲ ɪ n ɡ ʊ m ʊ s
įrancūziškam	i r ɐ n t s uː zʲ ɪ ʃ k ɐ m
musseserė	m ʊ sʲ ɛ sʲ ɛ rʲ eː
atkeliaujantys	ɐ t kʲ ɛ lʲ æ ʊ j ɛ nʲ tʲ iː s
įatėms	i ɐ tʲ eː m s
hrūtinei	h ɾ uː tʲ ɪ nʲ ɛ j
curginas	t ʊ ɾʲ ɡʲ ɪ n ɐ s
bizdas	bʲ ɪ z̪ d̪ ɐ s̪
koteriškesniame	k o tʲ ɛ ɾʲ ɪ ʃʲ kʲ ɛ sʲ nʲ ɛ mʲ ɛ
boteriškuose	b oː tʲ ɛ ɾʲ ɪ ʃ k ʊ o sʲ ɛ
šebeprisikiškiakopūsteliaujantįjį	ʃʲ ɛ bʲ ɛ pʲ rʲ ɪ sʲ ɪ kʲ ɪ ʃʲ kʲ ɛ k o p uː sʲ tʲ ɛ lʲ æ ʊ j ɛ nʲ tʲ iː j iː
plaidingesniuoju	p l ɐ j dʲ ɪ nʲ ɡʲ ɛ sʲ nʲ u ɔ j ʊ
žusaklių	ʒ ʊ s ɐ kʲ lʲ uː
latikti	l ɐ tʲ ɪ kʲ tʲ ɪ
ūemaite	uʲ ɛ m ɐ j tʲ ɛ
lurinčiuosius	l ʊ rʲ ɪ nʲ tʲ ʃʲ ʊ o sʲ ʊ s
fdomesnio	fː d o mʲ ɛ sʲ nʲ o
pmogiškosios	p m oː ɡʲ ɪ ʃ k o sʲ o s
bvaigždiniams	b ʋ ɐ j ɡʲ ʒʲ dʲ ɪ nʲ ɛ m s
vokiečil	ʋ oː kʲ j ɛ tʲ ʃʲ l
ppatingaisiais	pː p ɐ tʲ ɪ n ɡ ɐ j sʲ ɛ j s
pietuviški	pʲ j ɛ t ʊ ʋʲ ɪ ʃʲ kʲ ɪ
dštarimas	d ʃ t ɐ ɾʲ ɪ m ɐ s
įuosmukyje	i u ɔ s m ʊ kʲ iː j ɛ
fdomias	fː d o mʲ ɛ s
lraikiškų	l r ɐ j kʲ ɪ ʃ k uː
kaugiam	k ɐ ʊ ɡʲ æː m
gvarkinguosius	ɡ ʋ ɐ ɾʲ kʲ ɪ n ɡ ʊ o sʲ ʊ s
ūutarimams	u ʊ t ɐ ɾʲ ɪ m ɐ m s
įspūdingą	iː s p uː dʲ ɪ n ɡ aː
todynuose	t o dʲ iː n ʊ o sʲ ɛ
žrolius	ʒ ɾ oː lʲ ʊ s
greitoje	ɡ ɾ ɛ j t o j ɛ
čreitoms	t ɾ ɛ j t oː m s
tardavėjus	t ɐ ɾ d ɐ ʋʲ eː j ʊ s
fuvusioms	f ʊ ʋ ʊ sʲ o m s
navonų	n ɐ ʋ oː n uː
pybys	pʲ i bʲ iː s
ioteriškiems	ɪ oː tʲ ɛ ɾʲ ɪ ʃʲ kʲ ɛ m s
tvarkinga	t ʋ ɐ ɾʲ kʲ ɪ n ɡ ɐ
brūtinė	b ɾ uː tʲ ɪ nʲ eː
nemynus	nʲ ɛ mʲ iː n ʊ s
ivarkingus	ɪ ʋ ɐ ɾʲ kʲ ɪ n ɡ ʊ s
pmulkmenoms	p m ʊ lʲ kʲ mʲ ɛ n o m s
geniškai	ɡʲ æː nʲ ɪ ʃ k ɐ j
musdievius	m ʊ sʲ dʲ j ɛ ʋʲ ʊ s
čalną	t aː l n aː
yškalbiajai	i ʃ k ɐ l bʲ ɛ j ɛ j
žpermomis	ʒʲ pʲ ɛ ɾ m o mʲ ɪ s
švarkingesniąsias	ʃ ʋ ɐ ɾʲ kʲ ɪ nʲ ɡʲ ɛ sʲ nʲ æː sʲ ɛ s
iarkeliaujančių	ɪ ɐ rʲ kʲ ɛ lʲ æ ʊ j ɛ nʲ tʲ ʃʲ uː
šieštuko	ʃʲ i ɛ ʃ t ʊ k o
tkylę	tʲ kʲ iː lʲ æː
jlovakiškai	j l o ʋ aː kʲ ɪ ʃ k ɐ j
bmulkmeniškojoje	b m ʊ lʲ kʲ mʲ ɛ nʲ ɪ ʃ k o j o j ɛ
yraikiškos	i r ɐ j kʲ ɪ ʃ k o s
paliucinuojančiosiomis	p ɐ lʲ ʊ tʲ sʲ ɪ n u o j ɛ nʲ tʲ ʃʲ o sʲ o mʲ ɪ s
žunaudotojose	ʒ ʊ n ɐ ʊ d oː t o j o sʲ ɛ
iįslingų	ɪʲ iː sʲ lʲ ɪ n ɡ uː
lapių	l aː pʲ uː
fražesnė	f ɾ ɐ ʒʲ ɛ sʲ nʲ eː
dražiais	d ɾ ɐ ʒʲ ɛ j s
lažesniuose	l ɐ ʒʲ ɛ sʲ nʲ ʊ o sʲ ɛ
ispūdingumu	ɪː s p uː dʲ ɪ n ɡ ʊ m ʊ
iemynui	ɪʲ ɛ mʲ iː n ʊ ɪ
mlogąjį	m l oː ɡ aː j iː
pasauliui	p ɐ s a ʊ lʲ ʊ ɪ
nįslingus	nʲ iː sʲ lʲ ɪ n ɡ ʊ s
kebeprisikiškiakopūsteliaujančiojoje	kʲ ɛ bʲ ɛ pʲ rʲ ɪ sʲ ɪ kʲ ɪ ʃʲ kʲ ɛ k o p uː sʲ tʲ ɛ lʲ æ ʊ j ɛ nʲ tʲ ʃʲ o j o j ɛ
čornografinę	t o ɾ n o ɡ ɾ aː fʲ ɪ nʲ æː
geni	ɡʲ ɛ nʲ ɪ
žšdaigų	ʒ ʃ d ɐ j ɡ uː
dasaulis	d ɐ s a ʊ lʲ ɪ s
gega	ɡʲ æː ɡ ɐ
čėklinis	tʲ eː kʲ lʲ ɪ nʲ ɪ s
piūrime	pʲ u ɾʲ ɪ mʲ ɛ
lražinti	l ɾ aː ʒʲ ɪ nʲ t ɪ
pris	pʲ rʲ ɪ s̪
įiliausiomis	iʲ ɪ lʲ æː ʊ sʲ o mʲ ɪ s
leniškais	lʲ æː nʲ ɪ ʃ k ɐ j s
šlovėniškąsias	ʃ l o ʋʲ eː nʲ ɪ ʃ k aː sʲ ɛ s
nraikijos	n r ɐ j kʲ ɪ j o s
širatas	ʃʲ ɪ r ä̌ː t̪ ɐ s̪
žietuviškoji	ʒʲ j ɛ t ʊ ʋʲ ɪ ʃ k o j ɪ
njaustymas	nʲ j æ uː sʲ tʲ iː m ɐ s
lpatumas	lː p ɐ t ʊ m ɐ s
įutarimą	i ʊ t ɐ ɾʲ ɪ m aː
ūiedynai	uʲ j ɛ dʲ iː n ɐ j
braikiškąjį	b r ɐ j kʲ ɪ ʃ k aː j iː
hdomią	hː d oː mʲ æː
žlaidingesniaisiais	ʒ l ɐ j dʲ ɪ nʲ ɡʲ ɛ sʲ nʲ ɛ j sʲ ɛ j s
luodingu	l u ɔ dʲ ɪ n ɡ ʊ
ivaigždūne	ɪ ʋ ɐ j ɡ ʒ d uː nʲ ɛ
kuodingu	k u ɔ dʲ ɪ n ɡ ʊ
įėklinius	iʲ eː kʲ lʲ ɪ nʲ ʊ s
norėjietiškos	n o rʲ eː j ɛː tʲ ɪ ʃ k o s
mažąjį	m aː ʒ aː j iː
jlogieji	j l o ɡʲ j ɛ j ɪ
groatija	ɡ r o aː tʲ ɪ j ɛ
meformis	mʲ ɛ f ɔ rʲ mʲ ɪ s
mrikščionybė	mʲ ɾʲ ɪ kʲ ʃʲ t ʃ ɪ o nʲ iː bʲ eː
žšdaigiuosius	ʒ ʃ d ɐ j ɡʲ u ɔ sʲ ʊ s
geniausiąją	ɡʲ ɛ nʲ æː ʊ sʲ æː j æː
denojoje	dʲ ɛ n oː j o j ɛ
cisančiąja	tʲ ɪ s ɐ nʲ tʲ ʃʲ æː j ɛ
armėnijojš	ɐ r mʲ eː nʲ ɪ j o j ʃ
kspaniškus	k s p aː nʲ ɪ ʃ k ʊ s
kulaukti	k ʊ l a ʊ kʲ tʲ ɪ
mragaras	m r aː ɡ ɐ r ɐ s
mražesnes	m ɾ ɐ ʒʲ ɛ sʲ nʲ ɛ s
yasaulyje	i ɐ s a ʊ lʲ iː j ɛ
tenkiškąjį	tʲ æː nʲ kʲ ɪ ʃ k aː j iː
gvaigždiškesniajam	ɡ ʋ ɐ j ɡʲ ʒʲ dʲ ɪ ʃʲ kʲ ɛ sʲ nʲ æː j ɛ m
suvai	s ʊ ʋ ɐ j
įuodančiame	i u ɔ d ɐ nʲ tʲ ʃʲ ɛ mʲ ɛ
hiliuosiuose	hʲ ɪ lʲ ʊ oː sʲ ʊ o sʲ ɛ
mraikiškas	m r ɐ j kʲ ɪ ʃ k ɐ s
koteriškiems	k oː tʲ ɛ ɾʲ ɪ ʃʲ kʲ ɛ m s
gėdinčiais	ɡʲ eː dʲ ɪ nʲ tʲ ʃʲ ɛ j s
čieviškiausiuosiuose	tʲ j ɛ ʋʲ ɪ ʃʲ kʲ æː ʊ sʲ ʊ o sʲ ʊ o sʲ ɛ
corvegiškiems	t o r ʋʲ ɛ ɡʲ ɪ ʃʲ kʲ j ɛ m s
kilus	kʲ ɪ l ʊ s
tūti	t uː tʲ ɪ
nroliu	n ɾ oː lʲ ʊ
cuokite	t u ɔ k ɪ t ɛ
liktas	lʲ ɪ k t̪ ɐ s̪
nyvūnai	nʲ iː ʋ uː n ɐ j
liūrinčiam	lʲ uː rʲ ɪ nʲ tʲ ʃʲ ɛ m
nšbučiavo	n ʃ b ʊ tʲ ʃʲ æː ʋ o
lilpa	lʲ ɪ l p ɐ
surintys	s ʊ rʲ ɪ nʲ tʲ iː s
caro	t a ɾ ɔ
iompiuterį	ɪ o mʲ pʲ ʊ tʲ ɛ rʲ iː
kvarkingam	k ʋ ɐ ɾʲ kʲ ɪ n ɡ ɐ m
curinčioje	t ʊ rʲ ɪ nʲ tʲ ʃʲ o j ɛ
iaždaug	ɪ ɐ ʒ d ɐ u ɡ
čdomioje	tː d o mʲ o j ɛ
fmogiškiausiuosius	f m o ɡʲ ɪ ʃʲ kʲ æː ʊ sʲ ʊ o sʲ ʊ s
smonėmis	s m o nʲ eː mʲ ɪ s
ykylė	iʲ kʲ iː lʲ eː
arabiškamp	ɐ r aː bʲ ɪ ʃ k ɐ mʲ p
nenkiškai	nʲ æː nʲ kʲ ɪ ʃ k ɐ j
ūavėju	u ɐ ʋʲ eː j ʊ
cuodavusiaisiais	t u ɔ d ɐ ʋ ʊ sʲ ɛ j sʲ ɛ j s
mperma	mʲ pʲ ɛ ɾ m ɐ
šėdintį	ʃʲ eː dʲ ɪ nʲ tʲ iː
šebeprisikiškiakopūsteliaujančiojoje	ʃʲ ɛ bʲ ɛ pʲ rʲ ɪ sʲ ɪ kʲ ɪ ʃʲ kʲ ɛ k o p uː sʲ tʲ ɛ lʲ æ ʊ j ɛ nʲ tʲ ʃʲ o j o j ɛ
yuvusiųjų	i ʊ ʋ ʊ sʲ u j u
ūalbantieji	u ɐ l b ɐ nʲ tʲ j ɛ j ɪ
čilioje	tʲ ɪ lʲ o j ɛ
guodingąją	ɡ u ɔ dʲ ɪ n ɡ aː j æː
žebaimis	ʒʲ ɛ b ɐ j mʲ ɪ s
ūspūdingesniu	uː s p uː dʲ ɪ nʲ ɡʲ ɛ sʲ nʲ ʊ
duduodamas	d ʊ d u ɔ d ɐ m ɐ s
feniausiųjų	fʲ ɛ nʲ æː ʊ sʲ uː j uː
kspūdingiausius	kː s p uː dʲ ɪ nʲ ɡʲ æː ʊ sʲ ʊ s
laugesniuosius	l ɐ ʊ ɡʲ ɛ sʲ nʲ u ɔ sʲ ʊ s
gokykloje	ɡ o kʲ iː k l o j ɛ
groporcijos	ɡ r ɔ p ɔ r t̪͡s̪ ɪ j oː s
nluta	n ɫ ʊ t̪ ɐ
mmogiškus	m m oː ɡʲ ɪ ʃ k ʊ s
maliucinuosi	m ɐ lʲ ʊ tʲ sʲ ɪ n u o sʲ ɪ
nmoniškiausia	n m o nʲ ɪ ʃʲ kʲ æː ʊ sʲ ɛ
faslaptingai	f ɐ s l ɐ p tʲ ɪ n ɡ ɐ j
įmogaus	i m o ɡ ɐ u s
žiliame	ʒʲ ɪ lʲ ɛ mʲ ɛ
įspūdingoje	iː s p uː dʲ ɪ n ɡ o j ɛ
kmogiškus	k m oː ɡʲ ɪ ʃ k ʊ s
suotas	s u ɔ t ɐ s
žūdamos	ʒ uː d ɐ m o s
hdomesnio	hː d o mʲ ɛ sʲ nʲ o
čalina	t ä̌ː lʲ ɪ n̪ ɐ
gieštuko	ɡʲ i ɛ ʃ t ʊ k o
jeliaujančiam	jʲ ɛ lʲ æ ʊ j ɛ nʲ tʲ ʃʲ ɛ m
jeografija	jʲ ɛ o ɡ ɾ aː f ɪ j ɐ
iapno	ɪ aː p n ɔ
lolių	l o lʲ uː
šaiktavardis	ʃ ɐ j k t aː ʋ ɐ rʲ dʲ ɪ s
sažuosiuose	s ɐ ʒ ʊ oː sʲ ʊ o sʲ ɛ
yemaitės	iʲ ɛ m ɐ j tʲ eː s
yarpvietei	i ɐ ɾʲ pʲ ʋʲ i ɛ tʲ ɛ j
klogosiomis	k l o ɡ oː sʲ o mʲ ɪ s
šristi	ʃʲ rʲ ɪ sʲ tʲ ɪ
sroporcijos	s r ɔ p ɔ r t̪͡s̪ ɪ j oː s
tėklidė	tʲ eː kʲ lʲ ɪ dʲ eː
patuiravusiu	p ɐ t ʊ ɪ r aː ʋ ʊ sʲ ʊ
buvusiosios	b ʊ ʋ ʊ sʲ o sʲ o s
flogiausiu	f l o ɡʲ æː ʊ sʲ ʊ
gasaulyje	ɡ ɐ s a ʊ lʲ iː j ɛ
įusbrolį	i ʊ s b r o lʲ iː
durėdavusiąją	d ʊ rʲ eː d ɐ ʋ ʊ sʲ æː j æː
fašas	f ä̌ː ʃ ɐ s̪
čelias	t æ lʲ ɐ s
ūaudotojui	u ɐ ʊ d oː t o j ʊ ɪ
paudotojais	p ɐ ʊ d oː t o j ɛ j s
brostituciją	b r o sʲ tʲ ɪ t ʊ tʲ sʲ ɪ j æː
tuvusioms	t ʊ ʋ ʊ sʲ o m s
duzika	d ʊ zʲ ɪ k ɐ
žspūdingai	ʒː s p uː dʲ ɪ n ɡ ɐ j
lietuviško	lʲ j ɛ t ʊ ʋʲ ɪ ʃ k o
žemaitiškai	ʒʲ ɛ m ɐ j tʲ ɪ ʃ k ɐ j
tvarkingesniam	t ʋ ɐ ɾʲ kʲ ɪ nʲ ɡʲ ɛ sʲ nʲ æː m
pėgančiomis	pʲ eː ɡ ɐ nʲ tʲ ʃʲ o mʲ ɪ s
maslaptingąją	m ɐ s l ɐ p tʲ ɪ n ɡ aː j æː
hiniška	hʲ ɪ nʲ ɪ ʃ k ɐ
imoniškoji	ɪ m oː nʲ ɪ ʃ k o j ɪ
yalbančių	i ɐ l b ɐ nʲ tʲ ʃʲ u
įoteriškomis	i oː tʲ ɛ ɾʲ ɪ ʃ k o mʲ ɪ s
giūte	ɡʲ uː tʲ ɛ
nodžiams	n oː dʲ ʒʲ ɛ m s
fažiausioje	f ɐ ʒʲ æː ʊ sʲ o j ɛ
senesnioji	sʲ ɛ nʲ ɛ sʲ nʲ oː j ɪ
hieštuko	hʲ i ɛ ʃ t ʊ k o
lražiuose	l ɾ ɐ ʒʲ ʊ o sʲ ɛ
ūažesne	u ɐ ʒʲ ɛ sʲ nʲ ɛ
šspūdingesnę	ʃː s p uː dʲ ɪ nʲ ɡʲ ɛ sʲ nʲ æː
nonvabali	n oː n ʋ ɐ b ɐ lʲ ɪ
mlizgančios	mʲ lʲ ɪ z ɡ ɐ nʲ tʲ ʃʲ o s
kvaigždiškosiose	k ʋ ɐ j ɡʲ ʒʲ dʲ ɪ ʃ k o sʲ o sʲ ɛ
flizgančius	fʲ lʲ ɪ z ɡ ɐ nʲ tʲ ʃʲ ʊ s
ūaliucinuojančiojo	u ɐ lʲ ʊ tʲ sʲ ɪ n u o j ɛ nʲ tʲ ʃʲ o j o
yaldus	i ɐ l d ʊ s
ptebinčius	pʲ tʲ æː bʲ ɪ nʲ tʲ ʃʲ ʊ s
lalka	l ɐ l k ɐ
pvelniomis	pʲ ʋʲ ɛ l nʲ o mʲ ɪ s
hlogiausiojoje	h l o ɡʲ æː ʊ sʲ o j o j ɛ
cluota	t l û ə t̪ ɐ
giržas	ɡʲ ɪ r ʒ ɐ s̪
lyvūnus	lʲ iː ʋ uː n ʊ s
menkiškai	mʲ æː nʲ kʲ ɪ ʃ k ɐ j
lduosią	lː d u ɔ sʲ æː
čedieviškiausiosioms	tʲ ɛ dʲ j ɛ ʋʲ ɪ ʃʲ kʲ æː ʊ sʲ o sʲ o m s
tarnų	t ɐ r n uː
svardis	sː ʋ ɐ ɾʲ dʲ ɪ s
barpvietė	b ɐ ɾʲ pʲ ʋʲ i ɛ tʲ e
fenasis	fʲ ɛ n ɐ sʲ ɪ s
nškalbiajai	n ʃ k ɐ l bʲ ɛ j ɛ j
smonėms	s m o nʲ eː m s
bavonu	b ɐ ʋ oː n ʊ
čėklinė	tʲ eː kʲ lʲ ɪ nʲ eː
plizgančiam	pʲ lʲ ɪ z ɡ ɐ nʲ tʲ ʃʲ ɛ m
geformis	ɡʲ ɛ f ɔ rʲ mʲ ɪ s
dreiti	d ɾ ɛ j tʲ ɪ
įiūlėmis	iʲ uː lʲ eː mʲ ɪ s
špermatozoidai	ʃʲ pʲ ɛ ɾ m ɐ t o z o j d ɐ j
kvarkingajam	k ʋ ɐ ɾʲ kʲ ɪ n ɡ ɐ j ɛ m
žeškuose	ʒʲ ɛ ʃ k ʊ o sʲ ɛ
saltųjų	s ɐ l t uː j uː
gnstrukcijas	ɡ n s t r ʊ k t sʲ ɪ j ɐ s
žrolis	ʒ ɾ oː lʲ ɪ s
įaltuoju	i ɐ l t u ɔ j ʊ
palbantiems	p ɐ l b ɐ nʲ tʲ j ɛ m s
futarime	f ʊ t ɐ ɾʲ ɪ mʲ ɛ
iiknalaižyje	ɪʲ ɪ k n ɐ l ɐ j ʒʲ iː j ɛ
iroliui	ɪ ɾ oː lʲ ʊ ɪ
žuščias	ʒ̪ ʊ ʃʲ t͡ʃʲ ɛ s̪
fietuviškasis	fʲ j ɛ t ʊ ʋʲ ɪ ʃ k ɐ sʲ ɪ s
jpermatozoidas	jʲ pʲ ɛ ɾ m ɐ t o z o j d ɐ s
gaulėgrįža	ɡ ɐ ʊ lʲ eː ɡʲ ɾʲ iː ʒ ɐ
pažesniu	p ɐ ʒʲ ɛ sʲ nʲ ʊ
mreitojo	m ɾ ɛ j t o j o
daslaptingesniam	d ɐ s l ɐ p tʲ ɪ nʲ ɡʲ ɛ sʲ nʲ æː m
saknis	s ɐ kʲ n̪ʲ ɪ s̪
fodynuose	f o dʲ iː n ʊ o sʲ ɛ
kūnas	k uː n ɐ s
nreitojo	n ɾ ɛ j t o j o
catviško	t aː tʲ ʋʲ ɪ ʃ k o
cieviškesniąsias	tʲ j ɛ ʋʲ ɪ ʃʲ kʲ ɛ sʲ nʲ æː sʲ ɛ s
tkylės	tʲ kʲ iː lʲ eː s
pmoniškiausiasis	p m o nʲ ɪ ʃʲ kʲ æː ʊ sʲ ɛ sʲ ɪ s
iatviški	ɪ aː tʲ ʋʲ ɪ ʃʲ kʲ ɪ
ivaigždiškesniojoje	ɪ ʋ ɐ j ɡʲ ʒʲ dʲ ɪ ʃʲ kʲ ɛ sʲ nʲ oː j o j ɛ
šmogiškiausiai	ʃ m o ɡʲ ɪ ʃʲ kʲ æː ʊ sʲ ɛ j
silesne	sʲ ɪ lʲ ɛ sʲ nʲ ɛ
temaitiško	tʲ ɛ m ɐ j tʲ ɪ ʃ k o
buldogai	b ʊ l d o ɡ ɐ j
kokyti	k ôː kʲ iː t̪ʲ ɪ
cspaniški	t s p aː nʲ ɪ ʃʲ kʲ ɪ
črendi	tʲ rʲ ɛ nʲ dʲ ɪ
apipjaustyčiae	ɐ pʲ ɪ pʲ j æ u sʲ tʲ i tʲ ʃʲ ɛ ɛ
fietuviškuoju	fʲ j ɛ t ʊ ʋʲ ɪ ʃ k ʊ o j ʊ
mįslingų	mʲ iː sʲ lʲ ɪ n ɡ uː
vaizdingiausiajamč	ʋ ɐ j zʲ dʲ ɪ nʲ ɡʲ æː ʊ sʲ ɛ j ɛ mʲ ʃ
fykštus	fʲ iː k ʃ t̪ ʊ s̪
įmogiškiausio	i m o ɡʲ ɪ ʃʲ kʲ æː ʊ sʲ o
certi	tʲ æː ɾʲ tʲ ɪ
kapnu	k ɐ p n ʊ
žražumas	ʒ ɾ ɐ ʒ ʊ m ɐ s
gspūdingesniu	ɡː s p uː dʲ ɪ nʲ ɡʲ ɛ sʲ nʲ ʊ
hrancūziškai	h r ɐ n t s uː zʲ ɪ ʃ k ɐ j
karnų	k ɐ r n uː
sorėjietiška	s o rʲ eː j ɛː tʲ ɪ ʃ k ɐ
toteriškiausias	t o tʲ ɛ ɾʲ ɪ ʃ kʲ æː ʊ sʲ ɛ s
čavitvarda	t ɐ ʋʲ ɪ t ʋ ɐ r d ɐ
škirtumo	ʃʲ kʲ ɪ ɾ t ʊ m o
instrukcijos	ɪ n s t r ʊ k t sʲ ɪ j ɔ s
havėjas	h ɐ ʋʲ eː j ɛ s
kuvusiems	k ʊ ʋ ʊ sʲ j ɛ m s
muodingo	m u ɔ dʲ ɪ n ɡ o
ymogiškąją	i m oː ɡʲ ɪ ʃ k aː j æː
nusaklių	n ʊ s ɐ kʲ lʲ uː
coteriškosiose	t oː tʲ ɛ ɾʲ ɪ ʃ k o sʲ o sʲ ɛ
ūieviškąją	uʲ j ɛ ʋʲ ɪ ʃ k aː j æː
ūvelnesne	uʲ ʋʲ ɛ l nʲ ɛ sʲ nʲ ɛ
ienojoje	ɪʲ ɛ n oː j o j ɛ
smogiškuoju	s m oː ɡʲ ɪ ʃ k ʊ o j ʊ
ilėptis	ɪʲ lʲ eː pʲ tʲ ɪ s
įesąmonė	iʲ ɛ s̪ ä̂ː m oː nʲ eː
pvarkingesnis	p ʋ ɐ ɾʲ kʲ ɪ nʲ ɡʲ ɛ sʲ nʲ ɪ s
įuosiančius	i u ɔ sʲ ɛ nʲ tʲ ʃʲ ʊ s
hlasifikacija	h l ɐ sʲ ɪ fʲ ɪ k aː tʲ sʲ ɪ j ɐ
čuldogai	t ʊ l d o ɡ ɐ j
kėkloje	kʲ eː k l o j ɛ
kiegas	kʲ j æ ɡ ɐ s
garnų	ɡ ɐ r n uː
biema	b i ɛ m ɐ
štoras	ʃ̪ t̪ ôː r ɐ s̪
kaugiuose	k ɐ ʊ ɡʲ ʊ o sʲ ɛ
jinduolius	jʲ ɪ n d ʊ o lʲ ʊ s
tvaigždėlapiai	t ʋ ɐ j ɡʲ ʒʲ dʲ eː l ɐ pʲ ɛ j
šažesniu	ʃ ɐ ʒʲ ɛ sʲ nʲ ʊ
nodyną	n o dʲ iː n aː
mįslingiausiais	mʲ iː sʲ lʲ ɪ nʲ ɡʲ æː ʊ sʲ ɛ j s
ūeškų	uʲ ɛ ʃ k uː
fatė	f aː t e
lavėjais	l ɐ ʋʲ eː j ɛ j s
hiemoje	hʲ i ɛ m ɔ j æ
gkristi	ɡʲ kʲ ɾʲ ɪ sʲ tʲ ɪ
beniškų	bʲ æː nʲ ɪ ʃ k uː
įisančiąja	iʲ ɪ s ɐ nʲ tʲ ʃʲ æː j ɛ
carnams	t ɐ r n aː m s
todi	t oː dʲ ɪ
blaidinga	b l ɐ j dʲ ɪ n ɡ ɐ
bigus	bʲ ɪ ɡ ʊ s̪
ivykius	ɪː ʋʲ iː kʲ ʊ s
žėgantys	ʒʲ eː ɡ ɐ nʲ tʲ iː s
llizganti	lʲ lʲ ɪ z ɡ ɐ nʲ tʲ ɪ
binas	bʲ ɪ n̪ ɐ s̪
jreitu	j ɾ ɛ j t ʊ
iuodingesnėmis	ɪ u ɔ dʲ ɪ nʲ ɡʲ ɛ sʲ nʲ eː mʲ ɪ s
yarimą	i ɐ ɾʲ ɪ m aː
senišku	sʲ æː nʲ ɪ ʃ k ʊ
čpatingosios	tː p ɐ tʲ ɪ n ɡ o sʲ o s
yašas	i ä̌ː ʃ ɐ s̪
mvaigždiškesniuose	m ʋ ɐ j ɡʲ ʒʲ dʲ ɪ ʃʲ kʲ ɛ sʲ nʲ ʊ o sʲ ɛ
šeilėje	ʃʲ æː j lʲ eː j ɛ
valgančiuosm	ʋ aː l ɡ ɐ nʲ tʲ ʃʲ ʊ o sʲ m
orgiškag	o rʲ ɡʲ ɪ ʃ k ɐ ɡ
jelkė	jʲ æː lʲ kʲ eː
esančiosū	ɛ s ɐ nʲ tʲ ʃʲ o sʲ ː
ūlogųjų	u l o ɡ uː j uː
favėjus	f ɐ ʋʲ eː j ʊ s
jokyklų	j o kʲ iː k l uː
tdomiai	tː d oː m ɛ j
nalsais	n ɐ l s ɐ j s
hlogieji	h l o ɡʲ j ɛ j ɪ
ispūdingumams	ɪː s p uː dʲ ɪ n ɡ ʊ m ɐ m s
įaliucinuosiančiuose	i ɐ lʲ ʊ tʲ sʲ ɪ n u o sʲ ɛ nʲ tʲ ʃʲ ʊ o sʲ ɛ
gritarimas	ɡʲ ɾʲ ɪ t ɐ ɾʲ ɪ m ɐ s
bieštukų	bʲ i ɛ ʃ t ʊ k uː
tebeprisikiškiakopūsteliaudavusią	tʲ ɛ bʲ ɛ pʲ rʲ ɪ sʲ ɪ kʲ ɪ ʃʲ kʲ ɛ k o p uː sʲ tʲ ɛ lʲ æ ʊ d ɐ ʋ ʊ sʲ æː
ltališkaisiais	l t aː lʲ ɪ ʃ k ɐ j sʲ ɛ j s
menkiškus	mʲ æː nʲ kʲ ɪ ʃ k ʊ s
casakiškas	t aː s ɐ kʲ ɪ ʃ k ɐ s
įlogesniosioms	i l o ɡʲ ɛ sʲ nʲ oː sʲ o m s
įkirtumui	iʲ kʲ ɪ ɾ t ʊ m ʊ ɪ
človakiškoji	t l o ʋ aː kʲ ɪ ʃ k o j ɪ
kažesnė	k ɐ ʒʲ ɛ sʲ nʲ eː
jvarkingų	j ʋ ɐ ɾʲ kʲ ɪ n ɡ uː
sainuojančiam	s ɐ j n u ɔ j ɛ nʲ tʲ ʃʲ ɛ m
įatakas	i ɐ t aː k ɐ s
jrancūziško	j r ɐ n t s uː zʲ ɪ ʃ k o
yatarimų	i ɐ t ɐ ɾʲ ɪ m uː
yėle	iʲ eː lʲ ɛ
šanaudotojui	ʃ ɐ n ɐ ʊ d oː t o j ʊ ɪ
fobilas	f̪ ôː bʲ ɪ ɫ ɐ s̪
jatviškuose	j aː tʲ ʋʲ ɪ ʃ k ʊ o sʲ ɛ
moteriškos	m oː tʲ ɛ ɾʲ ɪ ʃ k o s
žaugaus	ʒ ɐ ʊ ɡ ɐ u s
irautai	ɪ r ɐ u t ɐ j
jurinčiosiomis	j ʊ rʲ ɪ nʲ tʲ ʃʲ o sʲ o mʲ ɪ s
gįslingiausiąsias	ɡʲ iː sʲ lʲ ɪ nʲ ɡʲ æː ʊ sʲ æː sʲ ɛ s
