ψκούστηκε	p k u s t i k e
μετέχχ	m e t e x x
ύποβάλλετε	i p o v a l e t e
αλατιά	a l a t ç a
σροσευχή	s ɾ o s e f ç i
ἀωπαίνω	a o p e n o
ζναφιώτικα	z n a f ç o t i k a
φυτοκινούμενος	f f t o c i n u m e n o s
οριστική	o ɾ i s t i k i
μεσαιωνικήή	m e s e o n i c i i
εγγλέζε	e ŋ ɡ l e z e
άράσινος	a ɾ a s i n o s
άπασχολήσεις	a p a s x o l i s i s
έρρινηλ	e r i n i l
ήιτάνας	i i t a n a s
αποβάλομε	a p o v a l o m e
ορμούζ	o r m u z
ήγιάγκαθο	i ʝ a ŋ ɡ a θ o
ιεμάτων	i e m a t o n
χάνμ	x a n m
έβαλεέ	e v a l e e
γάμά	ɣ a m a
ίυελλώδεις	i i e l o ð i s
κορίτσιή	k o ɾ i t s ç i
δυνεχάρη	ð i n e x a r i
ώάφρου	o a f r u
ήπαρχαιωμένη	i p a r ç e o m e n i
υγανακτισμένη	i ɣ a n a k t i z m e n i
ειλημμένα	i l i m e n a
μυτιλήνώ	m i t i l i n o
άνανά	a n a n a
εκπέμπς	e k p e m b s
ξροσπαθώντας	k ɾ o s p a θ o n d a s
ωυκοφάντης	o i k o f a n d i s
ψαντρεμένοι	p a n d ɾ e m e n i
ίρωταγωνιστή	i ɾ o t a ɣ o n i s t i
σδειάζω	s ð ʝ a z o
ντελιβεράθ	d e l i v e r a θ
ύαρελθούσα	i a r e l θ u s a
άριμμένα	a r i m e n a
ζλικιωμένων	z l i c i o m e n o n
έδιωξν	e ð ʝ o k s n
κραυγάζξ	k r a v ɣ a z x
φατρίδα	f a t r i ð a
μονάρχα	m o n a r ç a
υλιμμένο	i l i m e n o
χτικικ	x t i c k
βλιθιότητα	v l i θ i o t i t a
ζδελφοκτονία	z ð e l f o k t o n i a
ἐλατισμένης	e l a t i z m e n i s
ενρινότητε	e n r i n o t i t e
ύναζωογόνηση	i n a z o o ɣ o n i s i
κιμάέ	c i m a e
ιεροσόλυμα	i e ɾ o s o l i m a
κουραστικοη	k u r a s t i c i
ώολωνικής	o o l o n i c i s
ώουδαία	o u ð e a
ώλικιωμένο	o l i c i o m e n o
κύησέ	c i i s e
ἐαντούρια	e a n d u r ʝ a
ξξιόπιστος	k k s i o p i s t o s
κωλοτρυπίδε	k o l o t r i p i ð e
δήφου	ð s i f u
ψλήθεια	p l i θ ç a
ερωτεύθηκε	e ɾ o t e f θ i k e
γίγανταῶ	ʝ i ɣ a d a o
επισκέφθηκύ	e p i s c e f θ i k u
θλέχτηκα	θ l e x t i k a
εξοπλισμένπ	e k s o p l i z m e n p
έκτασλ	e k t a s l
γιορτάζά	ʝ o ɾ t a z a
φνίγω	f n i ɣ o
αίνας	a i n a s
κιμωλίό	c i m o l i o
λποθήκευσα	l p o θ i c e f s a
λαρκελώνη	l a ɾ c e l o n i
ητεναχωρημένες	i t e n a x o r i m e n e s
φνεκαλύφθην	f n e k a l i f θ i n
άμ	a m
μπερδεμένν	b e ɾ ð e m e n n
χορταίνν	x o ɾ t e n n
υηφιακά	i s i f i a k a
εμπνευσμένεβ	e m b n e v z m e n e v
ύιλό	i s i l o
κορίνθου	k o ɾ i n θ u
υαραδεκτή	i a ɾ a ð e k t i
πξιοσημείωτη	p k s i o s i m i o t i
ηρμα	i ɾ m a
δνθεστηρίων	ð n θ e s t i ɾ i o n
ξαρέβλεψα	k a ɾ e v l e p s a
υερισπωμένες	i e r i s p o m e n e s
δτειμμένοι	ð t i m e n i
θαθμολογημένο	θ a θ m o l o ʝ i m e n o
δναγνωρισμένοι	ð n a ɣ n o r i z m e n i
μοιρασμένή	m i ɾ a z m e n i
ηταφιδόψωμο	i t a f i ð o p s o m o
βρεις	v ɾ i s
θαγκώνω	θ a ŋ ɡ o n o
ωαράξενα	o a ɾ a k s e n a
χέστρε	ç e s t ɾ e
γκομενίτσέ	ɡ o m e n i t s e
ύορτοκαλόπιτα	i o ɾ t o k a l o p i t a
ξέθανε	k e θ a n e
πάρεψα	p s a ɾ e p s a
ενημερώσειν	e n i m e r o s i n
σδελφός	s ð ɛ l f ɔ s
ππέδειξα	p p e ð i k s a
ξσορροπία	k s o̞ r o̞ p i a
ψηφιακό	p s i f i a k o
μάστιγε	m a s t i ɣ e
κλώσσν	k l o s n
ήυθώ	i i θ o
ονομάζομθ	o n o m a z o m θ
ωναρμόδιος	o n a ɾ m o ð i o s
εκπληκτικμ	e k p l i k t i k m
ώτήθος	o t i θ o s
ίάτνη	i a t n i
άναλύω	a n a l i o
δντσα	ð n t͡s a
ήίπα	i i p a
λλατισμένα	l l a t i z m e n a
ίτενοχωρημένη	i t e n o x o r i m e n i
μαζικόξ	m a z i k o x
ἐγραφος	e ɣ r a f o s
νόσο	n o s o
ίτροφία	i t ɾ o f i a
αεράρχες	a e r a r ç e s
κωί	k o i
έκτοω	e k t o o
κόλλησή	k o l i s i
κόποξ	k o p o x
άιανύομε	a i a n i o m e
ίαγκώνω	i a ŋ ɡ o n o
αίανταχ	e a n d a x
ηντσα	i n t͡s a
δλαφιασμένοι	ð l a f ç a z m e n i
ζδιαιτέρως	z ð i e t e ɾ o s
μοναχόκ	m o n a x o k
δερασμένη	ð e r a z m e n i
άοφού	a o f u
ψραγκφούρτη	p r a ŋ k f u r t i
γκουγκλάρθ	ɡ u ɡ l a ɾ θ
φπταμαι	f p t a m e
ωγιοι	o ʝ i i
μουσκεμένϊ	m u s c e m e n i
σροέκυψε	s r o e c i p s e
γνωρίζύ	ɣ n o ɾ i z u
εγκατάλειψε	e ŋ ɡ a t a l i p s e
λλιμμένος	l l i m e n o s
βόφος	v o f o s
μήνυμη	m i n i m i
υρωταθλητής	i ɾ o t a θ l i t i s
ίογίζομαι	i o ʝ i z o m e
βυσικά	v i s i k a
βύεται	v i e t e
χρειάστηκέ	x ɾ i a s t i k e
μετάπτωσν	m e t a p t o s n
αιμομιξίμ	e m o m i k s i m
ισογλάνι	i s o ɣ l a n i
ύναμαλλιασμένε	i n a m a ʎ a z m e n e
λημοτική	l i m o t i c i
γάντζοη	ɣ a n d z o i
ήνιδρύουμε	i n i ð r i u m e
ἀέκατος	a e k a t o s
καταλύομεξ	k a t a l i o m e x
άυπημένους	a i p i m e n u s
γάιδαροῶ	ɣ a i ð a ɾ o o
ντουμπλάρισλ	d u b l a ɾ i s l
ναυτολογίωβ	n a f t o l o ʝ i o v
έχασν	e x a s n
ίμασταν	i m a s t a n
γλυκισμάτωζ	ɣ l i c i z m a t o z
ευσέβειεη	e f s e v i e i
κούρασα	k u ɾ a s a
ύάφνη	i a f n i
ύαγωμένος	i a ɣ o m e n o s
υυτό	i f t o
λατέρας	l a t e r a s
ψλησιάζω	p l i s i a z o
δαχυδρομείο	ð a ç i ð ɾ o m i o
χεβρώνε	ç e v r o n e
ωροσγράφτηκα	o ɾ o z ɣ r a f t i k a
τέχθηκα	t e x θ i k a
ξεριγράφω	k e ɾ i ɣ r a f o
σαντρεμένα	s a n d ɾ e m e n a
φλάγιασα	f l a ʝ a s a
ευχήθηκύ	e f ç i θ i k u
ἀριμη	a ɾ i m i
ληλιά	l i ʎ a
λύνδεσα	l i n ð e s a
ώπαρχαιωμένα	o p a r ç e o m e n a
γονυπετέϊ	ɣ o n i p e t e i
σβήνχ	z v i n x
ηωρός	i o ɾ o s
χίουέ	ç i u e
κυρογενιε	c i r o ʝ e ɲ e
ήφελούμε	i f e l u m e
κούκλού	k u k l o u
φρεζόνι	f ɾ e z o n i
ύιμολόγιο	i i m o l o ʝ o
άνταμώνω	a n d a m o n o
επομένωα	e p o m e n o a
επιλογμ	ɛ p i l ɔ ʝ m
ήερασμένους	i e r a z m e n u s
λαξιδεύω	l a k s i ð e v o
τζερτζελέξ	d z e ɾ d z e l e x
άηλιά	a i ʎ a
λιώνζ	ʎ o n z
συγκίνηση	s i ŋ ɟ i n i s i
ωπαγόρευσα	o p a ɣ o ɾ e f s a
ἀερολίνο	a e r o l i n o
τκορδόψωμων	t k o ɾ ð o p s o m o n
ζτρέφουμε	z t ɾ e f u m e
ίρόσφερα	i ɾ o s f e ɾ a
θασιλέας	θ a s i l e a s
εκβιασμόν	e ɡ v i a z m o n
κώδικαώ	k ɔ ð i k a o
ώλατισμένων	o l a t i z m e n o n
λοικίλες	l i c i l e s
θηφίζομαι	θ s i f i z o m e
αγαθοπιστία	a ɣ a θ o p i s t i a
βερίοδος	v e r i o ð o s
ήωτοβολίδα	i o t o v o l i ð a
άασανιστήριο	a a s a n i s t i ɾ i o
ύαποσταίνω	i s a p o s t e n o
γκαστρωμένηε	ɡ a s t r o m e n i e
λπρώχνω	l p ɾ o x n o
σποκλείω	s p o k l i o
υηγαινέλα	i i ʝ e n e l a
γάμπ	ɣ a m p
θκέφθηκα	θ c e f θ i k a
ήηφιακής	i s i f i a c i s
άτιάχνω	a t ç a x n o
καταντή	k a t a n d i
θζάμπα	θ s a m b a
ἀπομονωμένη	a p o m o n o m e n i
ευσεβώέ	e f s e v o e
ξπεροχή	k p e ɾ o ç i
κοιτίδμ	c i t i ð m
ντροπιασμένβ	d ɾ o p ç a z m e n v
σναγκάσθηκα	s n a ŋ ɡ a s θ i k a
ζαπλώνω	z s a p l o n o
μύτλ	m i t l
ερυθρόό	e r i θ r o o
ιτέψεις	i t e p s i s
νερη	n e r i
τοικιλότατων	t i c i l o t a t o n
βπασχολῶ	v p a s x o l o
υνευρέθηκα	i n e v ɾ e θ i k a
ηντιγράφηκα	i n d i ɣ r a f i k a
πρα	p r a
εκπέμπμ	e k p e m b m
ψληθώς	p l i θ o s
ροδιπ	ɾ o ð ʝ p
σναδεικνύω	s n a ð i k n i o
υυπόλυτος	i s i p o l i t o s
ααράξενα	a a ɾ a k s e n a
επομένωζ	e p o m e n o z
ίροπονήσεις	i r o p o n i s i s
πέρνω	p e ɾ n o
αγαπημένος	a ɣ a p i m e n o s
ύαυαρία	i a v a r i a
ἐκουσες	e k u s e s
φρισιά	f ɾ i s ç a
κουραστικέθ	k u r a s t i c e θ
πετίχ	p e t i x
πωνή	p o n i
ζωμί	z s o m i
ἐριμα	e ɾ i m a
κινεζικξ	c i n e z i k x
σράγκος	s ɾ a ŋ ɡ o s
φώδιο	f o ð i o
έωω	e o o
αίγμα	a i ɣ m a
ίεός	i e o s
ξατάω	k a t a o
ξερίοδος	k e r i o ð o s
μαθημένζ	m a θ i m e n z
λαντρεύομαι	l a n d ɾ e v o m e
λριακόσια	l ɾ i a k o s ç a
υυσανάγνωστος	i i s a n a ɣ n o s t o s
ἀλησιάζουμε	a l i s i a z u m e
κουραστικούή	k u r a s t i k u i
ψποκρίθηκα	p p o k ɾ i θ i k a
φποφασίζω	f p o f a s i z o
ώετριμμένου	o e t r i m e n u
ξρίκαλα	k ɾ i k a l a
ηουλευτής	i u l e f t i s
κατρουλιχ	k a t ɾ u ʎ x
ζύσαν	z i s a n
ἀητιανεύω	a i t ç a n e v o
ψολυμήχανος	p o l i m i x a n o s
χρονιν	x r o ɲ n
ισίτσα	i s i t s a
έβαλλή	e v a l i
άαθιών	a a θ ç o n
είρωώ	i r o o
ηποδέχθηκα	i p o ð e x θ i k a
εξετάζς	e k s e t a z s
δράκουλαξ	v ɾ i k o l a k a x
ξενιτειά	k s e n i t ʝ a
ηνακοινώνω	i n a c i n o n o
ξτενοχωρώ	k t e n o x o r o
τενέρωτος	t s e n e ɾ o t o s
πυτικού	p i t i k u
θότε	θ o t e
θόπι	θ o p i
τξιοσημείωτου	t k s i o s i m i o t u
μεταφραστώώ	m e t a f ɾ a s t o o
ξεριμένω	k e r i m e n o
ύρούμπα	i ɾ u b a
χάφτετό	x a f t e t o
έκρηξή	ɛ k ɾ i k s i
δίνα	ð i n a
γούσταρα	ɣ u s t a ɾ a
αναγνωσιμότητα	a n a ɣ n o s i m o t i t a
εκτελέσεια	e k t e l e s i a
ήύργου	i i r ɣ u
ψντιάνα	p n d i a n a
φγορών	f ɣ o r o n
σπαλείφομε	s p a l i f o m e
κουρασμένοβ	k u r a z m e n o v
ώροηγούμενο	o r o i ɣ u m e n o
ήλειστηριασμός	i l i s t i r i a z m o s
ροδακίνωέ	r o ð a c i n o e
ατειμμένα	a t i m e n a
κουκουλοφόρολ	k u k u l o f o ɾ o l
λκτινοσκόπηση	l k t i n o s k o p i s i
επιδοκιμάστηκα	e p i ð o c i m a s t i k a
επίδαυροώ	e p i ð a v ɾ o o
κοσμάκα	k o z m a c a
ξυροτέχνημα	k i ɾ o t e x n i m a
μά	m a
ξαραπέμπομε	k a ɾ a p e m b o m e
καθομιλουμένλ	k a θ o m i l u m e n l
κορόιδεψς	k o ɾ o i̯ ð e p s s
θωρούς	θ o ɾ u s
νεκρί	n e k ɾ i
ψάφρος	p a f r o s
ίερόσακος	i ɛ ɾ ɔ s a k ɔ s
αιματοβαμμένοζ	e m a t o v a m e n o z
μαστίζα	m a s t i z a
εξακόσιω	e k s a k o s ç o
ιμ	i m
ετοιμασίεϊ	e t i m a s i e i
κερδίζῶ	c e r ð i z o
λάλετε	l a l e t e
ἀγιοι	a ʝ i i
ψασιλεύω	p a s i l e v o
κλεισμένϊ	k l i z m e n i
ήποδεχτεί	i p o ð e x t i
πουλεύω	p u l e v o
εκπομπό	e k p o m b o
ηονιάς	i o ɲ a s
θπομονωμένη	θ p o m o n o m e n i
ωεμάτων	o e m a t o n
αασιλεύς	a a s i l e f s
γουρούνς	ɣ u ɾ u n s
καθοριστικί	k a θ o ɾ i s t i k i
θστραψα	θ s t ɾ a p s a
λγνάντεψε	l ɣ n a n d e p s e
λιόψωμέ	ʎ o p s o m e
δποκλεισμένων	ð p o k l i z m e n o n
ωαύλος	o a v l o s
ἀγοράς	a ɣ o r a s
τερβίρισε	t e ɾ v i ɾ i s e
εφέτοζ	e f e t o z
τιροσκί	t i r o s k i
ίρήξιμο	i ɾ i k s i m o
φρτος	f r t o s
ύάγκρεας	i a ŋ ɡ ɾ e a s
σπαλλαγή	s p a l a ʝ i
σιαστροφή	s ʝ a s t ɾ o f i
ψάρανδος	p a ɾ a n ð o s
όφελοχ	o f e l o x
ίαράξενα	i a ɾ a k s e n a
ηαθμολογημένο	i a θ m o l o ʝ i m e n o
ομοφωνίώ	o m o f o n i o
μαζικήί	m a z i c i i
ίολωνικές	i o l o n i c e s
ξφεση	k f e s i
ἀροσελκύουμε	a r o s e l c i u m e
επαναλαμβάνζ	e p a n a l a ɱ v a n z
ἐορού	e o ɾ u
οφειλέτην	o f i l e t i n
ξπεδείχθησαν	k p e ð i x θ i s a n
ώυρσοδέψης	o i ɾ s o ð e p s i s
ενρινότητεβ	e n r i n o t i t e v
ψνανάδες	p n a n a ð e s
ἐλαμμένο	e l a m e n o
ἐαχυδακτυλουργός	e a ç i ð a k t i l u ɾ ɣ o s
ηεχτεί	i e x t i
ἀψιλον	aː p s i l o n
χοντρομπαλού	x o n d ɾ o b a l u
ίντίγκουα	i n t i ɡ w a
πιτ	p s i t
άυπημένη	a i p i m e n i
φγείες	f ʝ i e s
δράκουλαβ	v ɾ i k o l a k a v
δαρασκευάζω	ð a ɾ a s c e v a z o
ήλαμμένος	i l a m e n o s
συνεχίζουμε	s i n e ç i z u m e
επείγωί	e p i ɣ o i
βντικλεπτικών	v n d i k l e p t i k o n
μαλακισμένζ	m a l a c i z m e n z
ηλινόις	i l i n o i s
ύλησιάζω	i l i s i a z o
μπαμπάά	b a b a a
ξαραβάλλω	k a ɾ a v a l o
γάιδαροί	ɣ a i ð a ɾ o i
ἐαρακείμενους	e a ɾ a c i m e n u s
βπασχολούμε	v p a s x o l u m e
βαρίσι	v a ɾ i s i
κλέφτηκξ	k l e f t i k x
ίηδής	i i ð i s
βληρώνομαι	v l i ɾ o n o m e
έλκοζ	e l k o z
ηυτικός	i i t i k o s
κοριτσιώό	k o ɾ i t s ç o o
βυντρίφτηκε	v i n d r i f t i c e
ήερσέα	i e ɾ s e a
πλείφτηκα	p l i f t i k a
ἀυνοδών	a i n o ð o n
ητύνω	i t i n o
μήτροξ	m i t ɾ o x
ζολωνή	z o l o n i
άαραβλέπομαι	a a ɾ a v l e p o m e
βτοχάζομαι	v t o x a z o m e
μοιρασμένς	m i ɾ a z m e n s
ηκατό	i k a t o
επιστρέφή	e p i s t ɾ e f i
λρύομαι	l r i o m e
έριδες	e r i ð e s
δαρεξετράπη	ð a ɾ e k s e t ɾ a p i
χοντρπ	x o n d ɾ p
χάρτηί	x a r t i i
καταβάλλετύ	k a t a v a l e t u
ώλαμμένου	o l a m e n u
ψγαθοπιστία	p ɣ a θ o p i s t i a
καινοτομίε	c e n o t o m i e
βασιλιάς	v a s i ʎ a s
ώροπονήσεων	o r o p o n i s e o n
χίύ	ç i u
υόδωρος	i o ð o ɾ o s
ώδικώ	o ð i k o
βυλλέκτης	v i l e k t i s
ἀυγκρουόμενες	a i ŋ ɡ r u o m e n e s
σσχύων	s s ç i o n
ύαυ	i a f
ήοικιλότατων	i i c i l o t a t o n
ζυσανάγνωστος	z i s a n a ɣ n o s t o s
ημφιλεγόμενη	i ɱ f i l e ɣ o m e n i
ώσιμπούκι	o s i m b u c i
θμουν	θ m u n
ρέπκ	ɾ e p k
γιαννάκηζ	ʝ a n a c i z
καριόληχ	k a ɾ ʝ o l i x
ηναβαλλόμενης	i n a v a l o m e n i s
εγγονιώπ	e ŋ ɡ o ɲ o p
κανόναλ	k a n o n a l
τρωτοχρονιά	t ɾ o t o x ɾ o ɲ a
κλάσμβ	k l a z m v
ζυνήθης	z i n i θ i s
αγωνιστών	a ɣ o n i s t o n
δστραψα	ð s t ɾ a p s a
ήαριά	i a ɾ ʝ a
αωάννινα	a o a n i n a
ασιγγάνος	a s i ŋ ɡ a n o s
ιασαλείφω	i a s a l i f o
θύντριψε	θ i n d r i p s e
χορέψτβ	x o ɾ e p s t v
ἀούληση	a u l i s i
καλιαρντν	k a ʎ a r d n
φυγκινημένοι	f i ŋ ɟ i n i m e n i
καλομαθημένηχ	k a l o m a θ i m e n i x
ύροετοιμάζω	i ɾ o e t i m a z o
ωέσβος	o e z v o s
λωποδύτης	l o p o ð i t i s
ωιλοσοφώ	o i l o s o f o
ροβέρτοέ	ɾ o v e ɾ t o e
ύποκερματισμέ	i p o c e ɾ m a t i z m e
ήικαιολογία	i i c e o l o ʝ i a
ίατάω	i a t a o
βνδρώνομαι	v n ð ɾ o n o m e
καταλύομεώ	k a t a l i o m e o
μέρά	m e̞ r a
αιματοβαμμένοώ	e m a t o v a m e n o o
ποφοί	p o f i
ξυσκολία	k i s k o l i a
βνδρο	v n ð ɾ o
ξαντρεμένο	k a n d ɾ e m e n o
βρμοδιότητα	v ɾ m o ð i o t i t a
φποκύημα	f p o c i i m a
ξύσκολος	k i s k o l o s
βούταρε	v u t a ɾ e
καρεκλίτσπ	k a ɾ e k l i t s p
ζαρετυμολογία	z a ɾ e t i m o l o ʝ i a
ἀράκος	a ɾ a k o s
φλικιωμένες	f l i c i o m e n e s
τγονία	t ɣ o n i a
ύάγος	i a ɣ o s
κεά	k e a
ορθόδοξό	o ɾ θ o ð o k s o
αμνηστεύω	a m n i s t e v o
αροστατευόμενος	a ɾ o s t a t e v o m e n o s
φταλική	f t a l i k i
τφρική	t f ɾ i c i
δσπανία	ð s p a n i a
δυθούμε	ð i θ u m e
ηρομοκρατία	i ɾ o m o k ɾ a t i a
λρρωστημένων	l r o s t i m e n o n
επαναφέρα	e p a n a f e ɾ a
ύέτος	i e t o s
θυσικά	θ i s i k a
καληνύχτπ	k a l i n i x t p
φουμάριζε	f u m a ɾ i z e
έβενοϊ	e v e n o i
ευσέβειακ	e f s e v i a k
μεταφέρουμη	m e t a f e ɾ u m i
κουτσομπόλβ	k u t s o b o l v
ύροαλείφομαι	i ɾ o a l i f o m e
κομπίνύ	k o m b i n u
άαντρεμένα	a a n d ɾ e m e n a
ήηδής	i i ð i s
δκούγοντας	ð k u ɣ o n d a s
αιγόκερωπ	e ɣ o c e ɾ o p
ύναγνωρισμένους	i n a ɣ n o r i z m e n u s
κάθαρμα	k a θ a ɾ m a
ψρχικά	p r ç i k a
ολόφωτά	o l o f o t a
θερασμένο	θ e r a z m e n o
διημείφθην	ð i i m i f θ i n
ίουτάνα	i u t a n a
ἀενίθ	a e n i θ
σημοκρατιών	s i m o k r a t i o n
ψνάδοχος	p n a ð o x o s
φηλαδή	f i l a ð i
σιοθετούμε	s o θ e t u m e
ιλευρωμένους	i l e v r o m e n u s
εφέτοώ	e f e t o o
βημοτική	v i m o t i c i
επαρκείῶ	e p a ɾ c i o
ύκρούσθην	i k r u s θ i n
δήμνος	ð i m n o s
έβαλεῶ	e v a l e o
υλέω	i l e o
άμείβομαι	a m i v o m e
ψρωτοχρονιά	p ɾ o t o x ɾ o ɲ a
ήυμώνω	i i m o n o
ιλαμμένες	i l a m e n e s
βαύμα	v a v m a
υντάμωση	i n d a m o s i
υρομηθεύτηκα	i ɾ ɔ m i θ e f t i k a
κρεμασμένη	k r e m a z m e n i
ησχύων	i s ç i o n
λημητρούλα	l i m i t ɾ u l a
τπελπισμένου	t p e l p i z m e n u
επέτρεψκ	e p e t ɾ e p s k
λρησκόληπτος	l ɾ i s k o l i p t o s
ηδρυσα	i ð r i s a
εγέρθηκχ	e ʝ e ɾ θ i c x
ωαποσταίνω	o s a p o s t e n o
ύερίοδοι	i e r i o ð i
ίόφος	i o f o s
επαρχιώω	e p a ɾ ç i o o
ζρεσβευτής	z ɾ e z v e f t i s
σεριοδική	s e r i o ð i c i
δαντούρι	ð a n d u r i
ταρεστιγμένη	t a ɾ e s t i ɣ m e n i
ωινακοθήκη	o i n a k o θ i c i
ίουλεύω	i u l e v o
ελληναράθ	e l i n a ɾ a θ
φπέτσες	f p e t s e s
τρε	t ɾ e
ψεκαεννέα	p e k a e n e a
συμπεριφορά	s i m b e ɾ i f o ɾ a
κλέφτική	k l e f t i k i
ωορπίλη	o o ɾ p i l i
χρονολόγησηπ	x r o n o l o ʝ i s i p
τπελπισμένους	t p e l p i z m e n u s
ἐωτογραφίσεις	e o t o ɣ r a f i s i s
ιάχνω	i s a x n o
σταγών	s t a ɣ o n
γενεύ	ʝ e n e u
ωεκωλιάρης	o s e k o ʎ a ɾ i s
άλίνθοι	a l i n θ i
νεποτισμόώ	n e p o t i z m o o
εισπνέουμό	i s p n e u m o
ζημαρχείο	z i m a ɾ ç i o
ωουμάρω	o u m a r o
ήύκος	i i k o̞ s
ιιχαίνομαι	i i ç e n o m e
λολωνικού	l o l o n i k u
γκρινιάζβ	ɡ ɾ i ɲ a z v
νεκροκεφαλκ	n e k ɾ o c e f a l k
εσώκλεισθ	e s o k l i s θ
λπέστρεψα	l p e s t ɾ e p s a
ἐταν	e t a n
κτηνοβασίθ	k t i n o v a s i θ
άρωτεύουσα	a ɾ ɔ t ɛ v u s a
κυνηγημένοε	c i n i ʝ i m e n o e
ηοροί	i o ɾ i
οινόπνευμς	i n o p n e v m s
ζλίνθων	z l i n θ o n
ίλειστηριασμός	i l i s t i r i a z m o s
ἀλούσιος	a l u s i o s
βκέφτηκα	v c e f t i k a
ωστράφτει	o s t ɾ a f t i
ἐουτυρωμένο	e u t i r o m e n o
ηθεϊσμέ	i θ e i z m e
ουαλίώ	u a l i o
φαραδέχομαι	f a ɾ a ð e x o m e
κιβωτόζ	c i v o t o z
λλαμπουρνέζικου	l l a b u r n e z i k u
μυτούλς	m i t u l s
τερασμένες	t e r a z m e n e s
φομφόλυξ	f o ɱ f o l i x
ωλυσίδα	o l i s i ð a
βρκώ	v ɾ k o
ίεσσαλονίκη	i e s a l o n i c i
τλεξάνδρεια	t l e k s a n ð ɾ i a
λγγαρεύτηκα	l ŋ ɡ a ɾ e f t i k a
υιτάνα	i i t a n a
ώπασχολημένης	o p a s x o l i m e n i s
ίιλιού	i i ʎ u
ψαβορίτα	p a v o r i t a
φλωρίνης	f l o r i n i s
ψπογοητεύομαι	p p o ɣ o i t e v o m e
φώζω	f o z o
αρομηθέας	a r o m i θ e a s
χοντρόλ	x o n d ɾ o l
ιόδι	i o ð i
ιλικιωμένος	i l i c i o m e n o s
ώοικίλα	o i c i l a
ηερβίρω	i e ɾ v i ɾ o
ήοφίαν	i o f i a n
κωνσταντίναζ	k o n s t a n d i n a z
κατρουλιη	k a t ɾ u ʎ i
ἐακωνικός	e a k o n i k o s
ίραγε	i ɾ a ʝ e
κατακάθια	k a t a k a θ ç a
ώυγκινητικά	o i ŋ ɟ i n i t i k a
ντελιβεράλ	d e l i v e r a l
φαξιτζής	f a k s i n d z i s
βποκλεισμένων	v p o k l i z m e n o n
αετριμμένους	a e t r i m e n u s
ἐράπης	e ɾ a p i s
ξηφιακής	k s i f i a c i s
αίτνκ	e t n k
μεσαιωνικοί	m e s e o n i k i
γλυκισμάτωθ	ɣ l i c i z m a t o θ
ἀρει	a ɾ i
ἀύον	a i o n
ιποτράπηκε	i p o t ɾ a p i c e
ιναβαλλόμενης	i n a v a l o m e n i s
ώναθεματισμένης	o n a θ e m a t i z m e n i s
είχανῶ	i x a n o
εκδίκησξ	e k ð i c i s x
μαζικότατεα	m a z i k o t a t e a
άακύνθου	a a c i n θ u
υερίοδο	i e r i o ð o
υαντουριού	i a n d u r ʝ u
ύωμιών	i s o m ɲ o n
υαγωμένα	i a ɣ o m e n a
δκοσμία	ð k o z m i a
ηερουσαλήμ	i e ɾ u s a l i m
ηλήθεια	i l i θ ç a
ζαντάζομαι	z a n d a z o m e
ἀωτογράφισα	a o t o ɣ r a f i s a
ηκούγομαι	i k u ɣ o m e
είχαν	i x a n
ωροτρέπω	o ɾ o t ɾ e p o
χορεύέ	x o ɾ e v e
ζωπαίνω	z o p e n o
ύξίζω	i k s i z o
κούκλοκ	k u k l o k
ζέταμα	z e t a ɣ m a
ξιανύομε	k i a n i o m e
άόνος	a o n o s
χάιδεψῶ	x a i̯ ð e p s o
υούρνω	i u r n o
δλήθεια	ð l i θ ç a
κομπιναδόροχ	k o m b i n a ð o ɾ o x
ψυνατόν	p i n a t o n
ἀητιάνευε	a i t ç a n e v e
ηήφοι	i s i f i
μήτσον	m i t s o n
δασόλι	ð a s o l i
ψνελκυστήρας	p n e l c i s t i ɾ a s
κατερίνῶ	k a t e ɾ i n o
ξρωτάθλημα	k ɾ o t a θ l i m a
σιτάνα	s i t a n a
λο	l o
τγκιστρο	t ŋ ɟ i s t r o
υθίγγανος	i θ i ŋ ɡ a n o s
δόση	ð o s i
ήτης	i t i s
εντούτοιζ	e n d u t i z
μονάρχεπ	m o n a r ç e p
ύανταχού	i a n d a x u
φουίτα	f u i t a
ίασχαλίτσα	i a s x a l i t s a
συγγραφέων	s i ŋ ɣ r a f e o n
αεριέγραψα	a e ɾ i e ɣ r a p s a
ψόροι	p o r i
μεταφραστέώ	m e t a f ɾ a s t e o
νηστικόξ	n i s t i k o x
θαρετυμολογία	θ a ɾ e t i m o l o ʝ i a
ψγιοι	p ʝ i i
ύπ	i p
αούρτες	a u ɾ t e s
καταβάλλουμθ	k a t a v a l u m θ
χόρεψς	x o ɾ e p s s
ηκυρώσεων	i c i ɾ o s e o n
ενρινότητεῶ	e n r i n o t i t e o
κάλπά	k a l p a
αεριμένω	a e r i m e n o
ξποκρίνομαι	k p o k ɾ i n o m e
νυχτερίδό	n i x t ɛ ɾ i ð o
άυνεχάρησαν	a i n e x a ɾ i s a n
ίροετοιμασία	i ɾ o e t i m a s i a
βτεφάνι	v t e f a n i
ύντα	i n d a
ιομάρι	i o m a ɾ i
ενδιαφέρουσαί	e n ð j a f e r u s a i
ἐουμάρω	e u m a r o
καταγράφν	k a t a ɣ r a f n
κορόιδεψπ	k o ɾ o i̯ ð e p s p
καταντε	k a t a n d e
βίγμα	v i ɣ m a
ώάκωνας	o a k o n a s
