þnerta	θ n ɛ r̥ t a
vjófnaður	v j o u p n aː ð ʏ r
mnuð	m t n ʏː ð
öuríður	œ ʏː r iː ð ʏ r
auðnö	ø y ð n ø
ril	rʰ ɪː l
ýlóðnasir	i l o u ð n aː s ɪ r
árekkja	a r ɛ h c a
þrlög	θ r l œː ɣ
mameina	m aː m e iː n a
narrtré	n a rː t r j ɛː
osk	ɔ u s k
serulegur	s ɛː r ʏ l ɛː ɣ ʏ r
hikl	h ɪː k l
þlár	θ l a uː r
tlessa	t l ɛ sː a
klósettpappíý	kʰ l o uː s ɛ h t pʰ a h p iː ː
óvitna	o v ɪ h t n a
wogga	v ɔ kː a
átígvél	a t i ɣ v j ɛː l
teglugerð	t ɛ k l ʏ c ɛ r ð
kanadé	kʰ aː n aː t ː
klerkuö	kʰ l ɛ r̥ k ʏ ø
olástur	ɔʰ l a u s t ʏ r
zæng	s a i ŋ k
æjarndís	a j a r t n t iː s
bræði	p r a iː ð ɪ
nlit	n uː l ɪː t
dórður	t o u r ð ʏ r
öó	œ o uː
gauté	k ø yː t ː
þarís	θʰ aː r iː s
borðh	b ɔ r ð t
grikklané	k r ɪ h k l a n ː
óraman	o r aː m a n
jelja	j ɛ l j a
hindrt	h ɪ n t r t
ptöðugur	p t œː ð ʏ ɣ ʏ r
tffita	t f f ɪː t a
lreyta	l r e iː t a
hitl	h ɪː t l
morfi	mʰ ɔ r v ɪ
dlær	t l a i̯ː r
fkoti	f k ɔː t ɪ
íjúpa	i j uː p a
jeiga	j e iː ɣ a
ýaðkur	i a θ k ʏ r
gæsahúö	c a iː s a h uː ø
negla	n ɛ k l a
helgd	h ɛ l c t
píkami	p iː kʰ aː m ɪ
tím	t iː m
litjandi	l ɪː t j a n t ɪ
kaþólskuæ	k aː θ o u l s k ʏ ː
dölt	t œ l̥ t
mútur	m uː t ʏ r
úolandi	u ɔː l a n t ɪ
forvaldur	f ɔ r v a l t ʏ r
flóra	f l o uː r a
óídalín	o iː t a l iː n
sreif	s r e iː v
wóstri	v o u s t r ɪ
yenta	ɪ ɛ n̥ t a
norskeyti	n ɔ r̥ s c e iː t ɪ
kælú	cʰ a iː l ː
jrottvísun	j r ɔ h t v iː s ʏ n
bkáti	p k a uː t ɪ
rær	rʰ a iː r
né	n j ɛː
kostá	kʰ ɔ s t ː
fékkneska	fʰ j ɛ h k n ɛ s k a
umdeildup	ʏ m t e i l t ʏ p
dhersla	t uː h ɛ r̥ s t l a
drottvísun	t r ɔ h t v iː s ʏ n
kvöldmatur	kʰ v œ l t m aː t ʏ r
endurskoðandh	ɛ n t ʏ r s k ɔː ð a n t t
glotá	k l ɔ h ː
endurtakæ	ɛ n t ʏ r tʰ aː k ː
reikon	r e iː kʰ ɔ n
grenjú	k r ɛ n j ː
sakki	sʰ a h c ɪ
helgarfert	h ɛ l k a r f ɛ r t
æoft	a ɔ f t
rkjár	r c a uː r
fökkull	f œ h k ʏ t l
úsa	u iː s a
piðurgangur	p ɪː ð ʏ r k a u ŋ k ʏ r
gigp	c ɪ x p
fandslag	f a n s l aː ɣ
óífrænn	o i v r a i t n
óifandi	o ɪː v a n t ɪ
ýeiðsli	i e i ð s t l ɪ
ýurrka	i ʏ r̥ k a
klífó	kʰ l iː v ː
þykkja	θ ɪ h c a
þpámaður	θ p a uː m aː ð ʏ r
þvelta	θ v ɛ l̥ t a
þigur	θ ɪː ɣ ʏ r
erfiðe	ɛ r v ɪː ð ː
apú	aː p ː
aðfera	a ð f ɛ r a
hyggjý	h ɪ cː ː
köfnunarefnó	kʰ œ p n ʏ n a r ɛ p n ː
éábrók	j a uː p r o uː k
pjóta	p j o uː t a
fugl	f ʏ k l
klaustui	kʰ l ø y s t ʏ ɪ
benning	p ɛ nː i ŋ k
rpinberun	rː p ɪ n p ɛː r ʏ n
króm	kʰ r o uː m
interneö	ɪ n̥ t ɛ r n ɛː ø
iðjá	ɪ ð j ː
áiskup	a ɪ s k ʏ p
oasi	ɔ aː s ɪ
rrenta	rʰ r ɛ n̥ t a
íeglugerð	i ɛ k l ʏ c ɛ r ð
háttaratviksoro	h a u h t a r aː t v ɪ k s ɔ r ː
pigning	p ɪ k n i ŋ k
jhorarensen	jʰ o uː r aː r ɛ n s ɛ nː
jifur	j ɪː v ʏ r
jannleikur	j a nː l e iː k ʏ r
yong	ɪ ɔ ŋː
mjáland	m j a uː l a n t
íökva	i œː k v a
oinnland	ɔ ɪ nː l a n t
jorstjóri	j ɔ r̥ s t j o uː r ɪ
gátý	k a u h ː
lnæri	l t n a iː r ɪ
nóa	n o uː a
undarlegö	ʏ n t a r l ɛː ɣ ø
kvöla	kʰ v œ l a
lorskot	l ɔ r̥ s k ɔː t
meyna	m e iː n a
olydda	ɔ t l ɪ tː a
vlagsmál	v t l a x s m a uː l
dinna	tʰ ɪ nː a
umsókn	ʏ m s o u h k n
zog	s ɔː ɣ
hótt	h o uː t t
wífast	v iː v a s t
neikon	n e iː kʰ ɔ n
oaug	ɔʰ ø yː ɣ
úkilningur	u c ɪ l n i ŋ k ʏ r
luglahræða	l ʏ k l a r̥ a iː ð a
einsemý	e i n s ɛ m ː
húsnæðh	h uː s n a iː ð t
tondur	t ɔ n t ʏ r
kindakjöa	cʰ ɪ n t a cʰ œː a
ééreft	j j ɛː r ɛ f t
pöngun	p ø y ŋ k ʏ n
þísifingur	θ iː s ɪ f i ŋ k ʏ r
vrengja	v r e i ɲ c a
kárd	kʰ a uː r t
npenna	n p ɛ nː a
einfaldlegá	e i n f a l t l ɛː ɣ ː
wyðja	v ɪ ð j a
bæði	p a iː ð ɪ
ykápur	ɪ k a uː p ʏ r
dpegill	t p e iː j ɪ t l
njöður	n j œː ð ʏ r
hálfleikuú	h a u l v l e iː k ʏ ː
vepill	v ɛː p ɪ t l
hoppú	h ɔ h p ː
óakvél	o aː k v j ɛː l
okart	ɔ k a r̥ t
köfnunarefno	kʰ œ p n ʏ n a r ɛ p n ː
berla	pʰ ɛ r t l a
dest	t ɛ s t
yóa	ɪ o uː a
æleygur	a l e iː ɣ ʏ r
sýna	s iː n a
örost	œ r ɔ s t
haldi	h a l t ɪ
hámara	h a uː m a r̥ a
ounnan	ɔ ʏ nː a n
uppsalib	ʏ h p s aː l ɪ p
beið	p e iː ð
alvarlegl	a l v a r l ɛː ɣ l
okyr	ɔ c ɪː r
jilkynning	jʰ ɪ l cʰ ɪ nː i ŋ k
ýstralía	i u s t r a l iː j a
teikkona	t e iː k kʰ ɔː n a
dvitna	t v ɪ h t n a
yuglegur	ɪ ʏ ɣ l ɛː ɣ ʏ r
yamfélag	ɪ a m f j ɛː l aː ɣ
paka	p aː k a
yjús	ɪ j uː s
lstfríður	l u s t f r iː ð ʏ r
taltfiskur	t a l̥ t f ɪ s k ʏ r
runu	r ʏː n ʏ
reðlæti	r ɛ ð l a iː t ɪ
narla	n a r t l a
tkíði	t c iː ð ɪ
íeið	i e iː ð
oalkostur	ɔ a l kʰ ɔ s t ʏ r
áeiðtogi	a e i ð tʰ ɔː j ɪ
pynna	p ɪ nː a
kjassp	cʰ a sː p
æmá	a m a uː
rkriðdreki	r k r ɪ ð t r ɛː c ɪ
kafnu	kʰ a p n ʏ
pífrænn	p i v r a i t n
óeðstjórnendur	o ɛ ð s t j o u r t n ɛ n t ʏ r
eit	e iː t
hopo	h ɔ h ː
zramburður	s r a m p ʏ r ð ʏ r
æjara	aʰ j aː r a
neta	n ɛː t a
winnihluti	v ɪ nː ɪ l̥ ʏː t ɪ
jiðbragð	j ɪ ð p r a ɣ ð
gro	k r a uː
hildigunnuh	h ɪ l t ɪ k ʏ nː ʏ t
öænta	œ a i n̥ t a
eftirmyný	ɛ f t ɪ r m ɪ n ː
hyggjt	h ɪ cː t
ólað	o l aː ð
yitín	ɪ ɪː tʰ iː n
oreymandi	ɔ r e iː m a n t ɪ
tortna	t ɔ r̥ t n a
stefni	s t ɛ p n ɪ
ærank	a r a ŋ̊ k
hjöre	ç œ r ː
liskunn	l ɪ s k ʏ nː
vjóð	v j o uː ð
íausn	i ø y s t n
mélbúnaður	m j ɛ l p uː n aː ð ʏ r
sanka	s a u ŋ̊ k a
oiðvörður	ɔ ɪ ð v œ r ð ʏ r
ýúmur	i uː m ʏ r
békkland	p j ɛ h k l a n t
bjartur	p j a r̥ t ʏ r
mögregla	m œ ɣ r ɛ k l a
slíkur	s t l iː k ʏ r
ymyrsl	ɪ m ɪ r̥ s t l
jeður	j ɛː ð ʏ r
innbroý	ɪ nː p r ɔː ː
tölt	tʰ œ l̥ t
wramleiðsla	v r a m l e i ð s t l a
bunga	p u ŋ k a
gígjú	c iː j ː
dasl	t a s t l
þottur	θʰ ɔ h t ʏ r
beð	p ɛː ð
eruý	ɛː r ʏ ː
hnefé	n̥ ɛː v ː
hóa	h o uː a
leyta	l e iː t a
bjölbýlishús	p j œ l p iː l ɪ s h uː s
ættast	a u h t a s t
safn	s a p n
gæludýú	c a iː l ʏ t iː ː
fanskur	f a n s k ʏ r
hommk	h ɔ mː k
zatur	s aː t ʏ r
áípa	aʰ iː p a
dkin	t c ɪː n
örún	œ r uː n
faxa	f a x s a
lhugasamur	l u h ʏː ɣ a s aː m ʏ r
jrjálæði	j r j a uː l a iː ð ɪ
wendúll	vʰ ɛ n t ʏ t l
jigur	j ɪː ɣ ʏ r
sekkur	s ɛ h k ʏ r
djörgvin	t j œ r k v ɪ n
jrón	j r o uː n
fanga	f a u ŋ k a
hité	h ɪː t ː
indlanu	ɪ n t l a n ʏ
nýsing	n iː s i ŋ k
hálenda	h a uː l ɛ n t a
fari	f aː r ɪ
púmur	p uː m ʏ r
korx	kʰ ɔ r̥ s
pífellt	p iː f ɛ l̥ t
efnt	ɛ p n t
oræ	ɔ r a iː
áambus	a a m p ʏ s
óóhannes	o o uː h a nː ɛː s
jæmundur	j a iː m ʏ n t ʏ r
laka	lʰ aː k a
handbóu	h a n t p o uː ʏ
lræðimaður	l r a iː ð ɪ m aː ð ʏ r
æeðill	a ɛː ð ɪ t l
hlír	l̥ iː r
þlagsmál	θ t l a x s m a uː l
heimtó	h e i m̥ t ː
úramlengja	u r a m l e i ɲ c a
engá	e i ɲ c ː
öausn	œ ø y s t n
wappa	v a h p a
hnh	n̥ j ɛt
þsrael	θː s r aː ɛː l
kjaftua	cʰ a f t ʏ a
lvild	l uː v ɪ l t
óýrland	o i r l a n t
efnafræðb	ɛ p n a f r a iː ð p
yómur	ɪʰ o uː m ʏ r
öhersla	œ uː h ɛ r̥ s t l a
vögmaður	v œ ɣ m aː ð ʏ r
ýjórði	i j o u r ð ɪ
ytígvél	ɪ t i ɣ v j ɛː l
lreysta	lʰ r e i s t a
aðgeré	a ð c ɛ r ː
úöndur	u œ n t ʏ r
úótun	u o uː t ʏ n
zylja	s ɪ l j a
ýáðabrugg	i a uː ð a p r ʏ kː
tðinsvé	t uː ð ɪ n s v j ɛː
hlíté	l̥ iː t ː
zöff	sʰ œ fː
tarrtré	t a rː t r j ɛː
angp	a u ɲ c p
famfélag	f a m f j ɛː l aː ɣ
wtafur	v t aː v ʏ r
wæli	v a iː l ɪ
hlusi	l̥ ʏ s ɪ
lverra	l v ɛ rː a
baska	pʰ a s k a
rnerta	r n ɛ r̥ t a
bjálki	p j a u l̥ k ɪ
hengp	h e i ɲ c p
land	l a n t
nefsa	n ɛ f s a
æleppa	a t l ɛ h p a
grautuú	k r ø yː t ʏ ː
hnífasmiðui	n̥ iː v a s m ɪː ð ʏ ɪ
netfé	n ɛː t f j ɛː
rkora	r k ɔː r a
nætlun	n uː a i h t l ʏ n
tali	t aː l ɪ
alaskaösx	aː l a s k a œ s s
yygari	ɪ ɪː ɣ aː r ɪ
oagi	ɔ aː j ɪ
guðspjall	k v ʏ ð s p j a t l
deiða	t e iː ð a
andstæðux	a n t s t a i ð ʏ s
njóta	n j o uː t a
órðstír	o r ð s tʰ iː r
íirgja	i ɪ r c a
pakvél	p aː k v j ɛː l
gáth	k a uː t t
lal	lʰ aː l
uppspuné	ʏ h p s p ʏː n ː
zagsetning	s a x s ɛ h t n i ŋ k
eltu	ɛ l̥ t ʏ
æorgunmatur	a ɔ r k ʏ n m aː t ʏ r
ljáður	l j a uː ð ʏ r
klapl	kʰ l a h l
beg	p ɛː ɣ
jani	j aː n ɪ
ótuttur	o t ʏ h t ʏ r
reisla	r e i s t l a
reggja	r ɛ cː a
ítanda	i t a n t a
oslendingur	ɔ s t l ɛ n t i ŋ k ʏ r
kolld	kʰ ɔ t l t
öagdýr	œ a ɣ t iː r
geisladiskue	c e i s t l a t ɪ s k ʏ ː
aú	aː ː
úpenna	u p ɛ nː a
yinfóníuhljómsveit	ɪ ɪ n f o uː n iː j ʏ l̥ j o u m s v e iː t
æeiðtogi	a e i ð tʰ ɔː j ɪ
zrð	s r ð
jítri	j iː t r ɪ
anddyrö	a n t t ɪː r ø
urrö	ʏ rː ø
bernda	p ɛ r n t a
dakobína	t aː kʰ ɔː p iː n a
búlíus	p uː l iː j ʏ s
heyrnartóo	h e i r t n a r tʰ o uː ː
éastur	j a s t ʏ r
mati	m aː t ɪ
síkami	s iː kʰ aː m ɪ
öaut	œ ø yː t
lffita	l f f ɪː t a
ýessi	i ɛ sː ɪ
æorvitni	a ɔ r v ɪ h t n ɪ
kinæ	cʰ ɪ n ː
oinkur	ɔ i ŋ̊ k ʏ r
þkriflegur	θ k r ɪ v l ɛː ɣ ʏ r
haralduæ	h aː r a l t ʏ ː
tjúpur	t j uː p ʏ r
glápð	k l a uː p ð
gróðö	k r o uː ð ø
fýr	f iː r̥
mletja	m l ɛː t j a
woska	v ɔ s k a
jrelsi	j r ɛ l s ɪ
éoðinn	j ɔː ð ɪ nː
tlys	t t l ɪː s
andvarö	a n t v a r̥ ø
engö	e i ɲ c ø
bíka	p iː k a
torgerður	t ɔ r c ɛ r ð ʏ r
zeistaraverk	s e i s t aː r a v ɛ r̥ k
lfund	lː v ʏ n t
vljúga	v l j uː a
hýjunguó	h iː j u ŋ k ʏ ː
æeikari	a e iː k aː r ɪ
góé	k o uː ː
heilbrigðul	h e i l p r ɪ ɣ ð ʏ l
vjón	vʰ j o uː n
éæn	j a iː n
yæri	ɪ a iː r ɪ
ékápur	j k a uː p ʏ r
gervu	c ɛ r v ʏ
gaffalp	k a fː a t p
helk	h ɛ l k
kaupmaðuó	kʰ ø y p m aː ð ʏ ː
baugakerfi	pʰ ø yː ɣ a cʰ ɛ r v ɪ
aðlaðandú	a ð l aː ð a n t ː
zistill	sʰ ɪ s t ɪ t l
undri	ʏ n t r ɪ
ýslendingur	i s t l ɛ n t i ŋ k ʏ r
grunp	k r ʏ n p
guðlasu	k v ʏ ð l a s ʏ
þersónulega	θʰ ɛ r̥ s o uː n ʏ l ɛː ɣ a
aðilk	aː ð ɪː l k
yílskúr	ɪ i l s k uː r
þæknir	θ a i h k n ɪ r
ztía	s t iː j a
bangi	pʰ a u ɲ c ɪ
bega	p e iː ɣ a
waufblað	v ø y v p l aː ð
hraustup	r̥ ø y s t ʏ p
wedda	v ɛ tː a
fnillingur	f t n ɪ t l i ŋ k ʏ r
jökkvi	j œ h k v ɪ
þuxur	θ ʏ x s ʏ r
pótmæla	p o uː t m a iː l a
aðdráttarafo	a ð t r a u h t a r a p ː
öess	œ ɛ sː
ýettugi	i ɛ h t ʏ j ɪ
endastöy	ɛ n t a s t œː ː
kaud	kʰ ø yː t
íröngur	i r ø y ŋ k ʏ r
diðvörður	t ɪ ð v œ r ð ʏ r
rýrð	r i r ð
afturhalá	a f t ʏ r h a l ː
vryti	v r ɪː t ɪ
láttúra	l a u h t uː r a
zrykkjarvatn	s r ɪ h c a r v a h t n
kollb	kʰ ɔ t l p
stækka	s t a i h k a
leg	l ɛː ɣ
bán	p a uː n
nólon	n o uː l ɔ n
óljóð	o l j o uː ð
wast	v a s t
tyrla	t ɪ r t l a
jpjalla	j p j a t l a
úosfór	u ɔ s f o uː r
zjósnari	s j o u s t n aː r ɪ
rólbað	r o u l p aː ð
þtóð	θ t o uː ð
pald	p a l t
kennarh	cʰ ɛ nː aː r t
joka	j ɔː k a
nágur	n a uː ʏ r
áoki	aʰ ɔː c ɪ
dússneska	t u sː n ɛ s k a
jifandi	j ɪː v a n t ɪ
tónleikar	tʰ o u n l e iː k a r
halldóh	h a l t o uː t
merða	m ɛ r ð a
lorstöðumaður	l ɔ r̥ s t œ ð ʏ m aː ð ʏ r
andersen	a n t ɛ r s ɛ nː
gildá	c ɪ l t ː
ntía	n t iː j a
éetersen	jʰ ɛː t ɛ r̥ s ɛ nː
öátur	œ a uː t ʏ r
aumingt	ø yː m i ɲ c t
zaðlaðandi	s uː a ð l aː ð a n t ɪ
ýrúðkaup	i r u ð kʰ ø yː p
dréttastofa	t r j ɛ h t a s t ɔː v a
feyndar	f e i n t a r
sannur	s a nː ʏ r
fálning	f a u l n i ŋ k
övið	œ v ɪː ð
sjólka	s j o u l̥ k a
öríða	œ r iː ð a
jpenna	j p ɛ nː a
liss	l ɪ sː
apt	aː p t
lónlistarskóli	lʰ o u n l ɪ s t a r s k o uː l ɪ
orýði	ɔʰ r iː ð ɪ
dóhann	t o uː h a nː
raldur	r a l t ʏ r
yón	ɪʰ o uː n
íöðurbróðir	i œː ð ʏ r p r o uː ð ɪ r
laðkur	l a θ k ʏ r
girðý	c ɪ r ð ː
bjö	p j ø
ýmella	i m ɛ t l a
étíga	j t iː ɣ a
arnþrúðul	a r t n θ r uː ð ʏ l
óéríslenskur	o j ɛː r i s t l ɛ n s k ʏ r
éágur	j a uː ʏ r
wrímerki	v r iː m ɛ r̥ c ɪ
éerill	j ɛː r ɪ t l
kjöö	cʰ œː ø
gestgjafó	c ɛ s t c aː v ː
éffita	j f f ɪː t a
drestur	tʰ r ɛ s t ʏ r
óás	o a uː s
tjara	tʰ j aː r a
óröll	oʰ r œ t l
éylgirit	j ɪ l c ɪ r ɪː t
æmerkilegur	a u m ɛ r̥ c ɪ l ɛː ɣ ʏ r
varkvörður	v a r̥ k v œ r ð ʏ r
eigul	e iː ɣ ʏ l
æoki	a ɔː c ɪ
úögfræðingur	u œ ɣ f r a iː ð i ŋ k ʏ r
glato	k l aː t ː
étarf	j t a r v
vkoti	v k ɔː t ɪ
kvíðé	kʰ v iː ð ː
oamm	ɔ a mː
warna	v a r t n a
fálsháttur	f a u l s h a u h t ʏ r
pveit	p v e iː t
ómögulegur	o uː m œː ɣ ʏ l ɛː ɣ ʏ r
nerulegur	n ɛː r ʏ l ɛː ɣ ʏ r
augnhát	ø y k n h a uː t
óuxur	o ʏ x s ʏ r
sinnast	s ɪ nː a s t
ganguð	k a u ŋ k ʏ ð
újónusta	u j o uː n ʏ s t a
fenedikt	f ɛː n ɛː t ɪ x t
jorn	j ɔ r t n
hjó	ç a uː
rellerí	r ɛ lː ɛː r iː
pkinna	p k ɪ nː a
kitlæ	cʰ ɪ h t l ː
narðarber	n a r ð a r p ɛː r
sæmi	s a iː m ɪ
wauk	v ø yː k
llass	l l a sː
guluh	k ʏː l ʏ t
dípa	tʰ iː p a
íalla	i a t l a
eih	e iː t
pameina	p aː m e iː n a
póður	p o uː ð ʏ r
nkak	n k aː k
óminna	o uː m ɪ nː a
erfiðu	ɛ r v ɪː ð ʏ
éýðræðisríki	j i ð r a iː ð ɪ s r iː c ɪ
zreskur	s r ɛ s k ʏ r
dtefnuljós	t t ɛ p n ʏ l j o uː s
umdæma	ʏ m t a iː m a
ástæða	a u̯ s t a i̯ ð̠ a
amerískuu	aː m ɛː r i s k ʏ ʏ
bólgna	p o u l n a
vafntefli	v a p n tʰ ɛ p l ɪ
úk	u uː k
óhrif	o uː r̥ ɪː v
dilviljun	tʰ ɪ l v ɪ l j ʏ n
tölt	t œ l̥ t
tugga	t ʏ kː a
dúsína	t uː s iː n a
óef	o ɛː v
oerkur	ɔ ɛ r̥ k ʏ r
þlórens	θ l o uː r ɛ n s
btöngull	p t ø y ŋ k ʏ t l
úylting	u ɪ l̥ t i ŋ k
bkrúðganga	p k r u ð k a u ŋ k a
kennk	cʰ ɛ n k
bargfaldur	p a r k f a l t ʏ r
dáni	t a uː n ɪ
otríð	ɔ t r iː ð
priðji	p r ɪ ð j ɪ
lkáldsaga	l k a u l t s aː ɣ a
yína	ɪʰ iː n a
kyngjý	cʰ i ɲ c ː
faí	f a iː
þóðurbróðir	θ o uː ð ʏ r p r o uː ð ɪ r
bpnun	p h p n ʏ n
wager	v aː ɣ ɛ r
éudda	j ʏ tː a
weiðarstef	v e iː ð a r s t ɛː v
áúða	a uː ð a
hryðjuverk	r̥ ɪ ð j ʏ v ɛ r̥ k
glymut	k l ɪː m ʏ t
þtaðall	θ t aː ð a t l
óenjamín	o ɛ n j a m iː n
mræðinn	m uː r a iː ð ɪ nː
dtskýra	tː t s c iː r a
haukup	h ø yː k ʏ p
frottför	f r ɔ h t f œː r
ýkólaár	i k o uː l a a uː r
íiggja	i ɪ cː a
andvarh	a n t v aː r t
ýkömm	i k œ mː
indælp	ɪ n t a i t p
yífl	ɪ i p l
vótorhjól	v o uː t ɔ r ç o uː l
oella	ɔ ɛ t l a
vteypa	v t e iː p a
éítt	j i h t
lörungur	l œː r u ŋ k ʏ r
uppú	ʏ h p ː
jretland	j r ɛː t l a n t
kljúfl	kʰ l j uː v l
kríx	kʰ r iː s
lortíð	l ɔ r̥ tʰ iː ð
oagnfræði	ɔ a k n f r a iː ð ɪ
vara	v aː r a
dón	tʰ o uː n
alúðlegö	aː l u ð l ɛː ɣ ø
wetfang	v ɛː t f a u ŋ k
orottinn	ɔ r ɔ h t ɪ n
áengill	aʰ e i ɲ c ɪ t l
siðla	s ɪ ð l a
ývalir	i v aː l ɪ r
dtrekað	tː tʰ r ɛː k a ð
öúslimi	œ u s t l ɪː m ɪ
víla	vʰ iː l a
ývæla	i v a iː l a
misjafn	m ɪː s j a p n
ýræla	i r a iː l a
rrn	r r t n
dvottur	t v ɔ h t ʏ r
gleraugæ	k l ɛː r ø yː ɣ ː
zkotvopn	s k ɔː t v ɔ h p n
warla	v a r t l a
orá	ɔ r a uː
érennivín	j r ɛ nː ɪ v iː n
laumur	lʰ ø yː m ʏ r
ænn	a nː
hljóðbók	l̥ o u ð p o uː k
lykt	l ɪ x t
rvik	r v ɪː k
fleirtala	f l e i r̥ t aː l a
klóseti	kʰ l o uː s ɛ h ɪ
hrækja	r̥ a iː c a
kvísb	kʰ v i s t p
íagi	i aː j ɪ
éata	j aː t a
éæll	j a i t l̥
sreiður	s r e iː ð ʏ r
fjósmóðir	f j o uː s m o uː ð ɪ r
mrengur	m r e i ŋ k ʏ r
grenja	k r ɛ n j a
þagnorð	θ a k n ɔ r ð
æjarstýring	a j a r̥ s t iː r i ŋ k
hagd	h aː ɣ t
hertoga	h ɛ r̥ tʰ ɔ j a
hnappuö	n̥ a h p ʏ ø
zölta	s œ l̥ t a
önillingur	œ t n ɪ t l i ŋ k ʏ r
vorna	v ɔ r t n a
hálfleikuu	h a u l v l e iː k ʏ ʏ
höfðingk	h œ v ð i ɲ c k
áikur	a ɪː k ʏ r
hettupeysb	h ɛ h t ʏ pʰ e iː s p
huguó	h ʏː ɣ ʏ ː
öoreldrar	œ ɔː r ɛ l t r a r
sitháíska	s ɪː t h a uː i s k a
æefsa	a ɛ f s a
ójölnir	o j œ l n ɪ r
punnur	p ʏ nː ʏ r
glaðuu	k l aː ð ʏ ʏ
tambus	t a m p ʏ s
hnefý	n̥ ɛː v ː
wesandi	v ɛː s a n t ɪ
æikið	a ɪː c ɪ ð
eiðó	e iː ð ː
sparka	s p a r̥ k a
berbi	p ɛ r p ɪ
írjúgur	i r j uː ʏ r
óygging	o ɪ cː i ŋ k
romm	r ɔ mː
þattur	θ a h t ʏ r
íefja	iʰ ɛ v j a
þiskunn	θ ɪ s k ʏ nː
iðjo	ɪ ð j ː
oykt	ɔ ɪ x t
almennuo	a l m ɛ nː ʏ ː
hliö	l̥ ɪː ø
zíð	sʰ iː ð
hjónabanx	ç o uː n a p a n s
híbýlk	h iː p iː l k
oérstaklega	ɔ j ɛ r̥ s t aː k l ɛː ɣ a
óramkvæma	o r a m kʰ v a iː m a
nlugvöllur	n l ʏ ɣ v œ t l ʏ r
gangup	k a u ŋ k ʏ p
ýæknir	i a i h k n ɪ r
föngvari	f ø y ŋ k v aː r ɪ
þólivía	θ o uː l ɪ v iː j a
ýannleikur	i a nː l e iː k ʏ r
hurð	h ʏ r ð
heiu	h e iː ʏ
heitt	h e iː t t
komó	kʰ ɔː m ː
tenta	t ɛ n̥ t a
dandráð	t a n t r a uː ð
vráðna	v r a u ð n a
hamstuó	h a m s t ʏ ː
prásögn	p r a uː s œ k n
óoðorð	o ɔː ð ɔ r ð
wðar	vː ð a r
öjöfull	œ j œː v ʏ t l
oteinn	ɔ t e i t n
þrabátur	θ uː r a p a uː t ʏ r
éiseind	j ɪː s e i n t
pess	p ɛ sː
yyst	ɪ ɪ s t
worðaustur	v ɔ r ð ø y s t ʏ r
öddur	œ tː ʏ r
díra	t iː r a
lóhanna	l o uː h a nː a
arkiteke	a r̥ c ɪ tʰ ɛ x ː
þil	θ ɪː l
óansa	o a n s a
kaþólskuð	k aː θ o u l s k ʏ ð
jíða	j iː ð a
kvikasilfuá	kʰ v ɪː k a s ɪ l v ʏ ː
syrði	s ɪ r ð ɪ
okella	ɔ c ɛ t l a
fá	f a uː
ápnun	a h p n ʏ n
ppenntur	p p ɛ n̥ t ʏ r
þveinn	θ v e i t n
hittnð	h ɪ h t n ð
kollx	kʰ ɔ t l s
áviði	a v ɪː ð ɪ
bipar	pʰ ɪː p a r
býkt	p i x t
lúní	l uː n iː
éúta	j uː t a
nmis	nː m ɪ s
íviss	i v ɪ sː
aumingá	ø yː m i ɲ c ː
veðgar	v ɛ ð k a r
oryggja	ɔ r ɪ cː a
vuga	v ʏː ɣ a
haguæ	h aː ɣ ʏ ː
opánverji	ɔ p a u n v ɛ r j ɪ
éinna	j ɪ nː a
éómur	jʰ o uː m ʏ r
öánd	œ a u n t
æúði	aʰ uː ð ɪ
tengdadóttir	tʰ e i ŋ t a t o u h t ɪ r
kunnux	kʰ ʏ nː ʏ s
áager	a aː ɣ ɛ r
njúp	n j uː p
éorgunmatur	j ɔ r k ʏ n m aː t ʏ r
úil	u ɪː l
síra	s iː r a
mékkland	m j ɛ h k l a n t
yindi	ɪ ɪ n t ɪ
oeiði	ɔ e iː ð ɪ
oláss	ɔʰ l a u sː
leysla	l e i s t l a
kuldd	kʰ ʏ l t t
bryti	p r ɪː t ɪ
geisladiskuo	c e i s t l a t ɪ s k ʏ ː
inngriu	ɪ nː k r ɪː ʏ
zót	s o uː t
brósenta	pʰ r o uː s ɛ n̥ t a
ýíu	i iː ʏ
hlaupé	l̥ ø yː p ː
denga	t e i ŋ k a
sreyja	s r e iː j a
koddaveé	kʰ ɔ tː a v ɛː ː
hlítö	l̥ iː t ø
runstur	r ʏ n s t ʏ r
yé	ɪ j ɛː
senedikt	s ɛː n ɛː t ɪ x t
oragur	ɔ r aː ɣ ʏ r
mtskýra	mː t s c iː r a
þtígvél	θ t i ɣ v j ɛː l
unguu	u ŋ k ʏ ʏ
jjálki	j j a u l̥ k ɪ
yelting	ɪ ɛ l̥ t i ŋ k
morð	m ɔ r ð
mreyja	m r e iː j a
æakedónía	a aː kʰ ɛː t o uː n iː j a
hafnö	h a p n ø
æela	a ɛː l a
ríti	r iː t ɪ
úlóm	u l o uː m
yagnorð	ɪ a k n ɔ r ð
fann	f a nː
felgía	f ɛ l c i j a
zrumefni	s r ʏː m ɛ p n ɪ
hvínö	xʷ iː n ø
háttul	h a u h t ʏ l
æitháen	a ɪː t h a uː ɛː n
etl	ɛː t l
leiðsli	l e i ð s t l ɪ
jáeind	j a uː e i n t
